Address,PropertyType,Beds,Baths,Sqft,YearBuilt,WalkScore,TransitScore,ParkingPrice,ParkingType,Cooling,Laundry,Description,Price
1425 Mcfarland Rd Pittsburgh PA 15216,0.0,0.0,1.0,900.0,1950.0,72.0,62.0,0.0,1.0,0.0,1.0,"The Fieldbrook apartments- Located in beautiful Mount Lebanon, this building is the perfect place to call home. Studio and one bedroom floor plans. The building has elevator, off street parking options, central heat (included in the rent!), laundry room, and beautiful updates throughout. Modern kitchens and updated plush carpeting are some of the details you will love about living at the Fieldbrook. The building is also a quick commute to downtown and you can even utilize the ""T"" to get downtown, to the North Shore, or Station Square!Call today fore more info! We can't wait to help you find your next home. We have other buildings in the South Hills as well, so ask about all of our great options. Video tours and in person showings available!",789.0
3227 Joe Hammer Sq Pittsburgh PA 15213,1.0,2.0,1.0,950.0,1910.0,81.0,71.0,0.0,0.0,0.0,0.0,"This 950 square foot townhome home has 2 bedrooms and 1.0 bathrooms. This home is located at 3227 Joe Hammer Sq, Pittsburgh, PA 15213.Read less",1199.0
100 White Hampton Ln Pittsburgh PA 15236,0.0,2.0,1.0,1083.0,1950.0,19.0,37.0,0.0,1.0,1.0,2.0,"Welcome to your new home at Maiden Bridge & Canongate Apartments. We offer a host of amenities to make your life easy, starting with our on-site management team ready to assist with anything you may need. Conveniently located in the South Hills, we are close to shopping, dining, and parks. Choose from our numerous studio, one-, two-, and three-bedroom floor plans with laundry facilities on every floor, fitness center, swimming pool, bike storage, and more. Apartments offer eat-in kitchen, dishwasher, and air conditioning, and utilities are included in the rent. Just five miles from downtown Pittsburgh, you can easily access shopping, restaurants, museums, and much more. And we are pet friendly, welcoming your dogs and cats to Maiden Bridge & Canongate.",1445.0
5 Sterling St Carson PA 15203,0.0,2.0,1.0,1500.0,1950.0,84.0,51.0,0.0,0.0,0.0,0.0,"2BR Apartment - Come check out this 2BR top apartment in the Southside Slopes!

Off the beaten path (privacy)
Deck/porch off kitchen 
Eat in kitchen
In unit laundry
Small backyard area

Right behind Emerald Glass, you're 5 mins or less to Southside's Carson Street. With many restaurants and shopping you also have access to the many walking and biking trails. Close to downtown Pittsburgh and 51 and 54 bus lines.

We look for
-income to be 3x the amount of rent
-no past evictions
-no criminal background
-credit score in the 650 range
We do accept co-signers

Schedule a showing today!!

(RLNE6468607)Read less",1150.0
1622 Hatteras St Pittsburgh PA 15212,0.0,3.0,2.0,1300.0,1950.0,76.0,49.0,0.0,0.0,1.0,1.0,"Beautiful 3 Bedroom Duplex in Troy Hill
This spacious 3 bedroom is exactly what you are looking for and what you need. Located in Troy Hill, which overlooks the Allegheny River on Pittsburgh's North Side. Easy accessibility from Northshore attractions such as Heinz Field, PNC Park, and the Casino. 
Minutes from Downtown, Lawrenceville, North Hills, Wexford, Route 28, RIDC Park, Fox Chapel, Bloomfield, and the Mexican War Streets.Read less",1300.0
3420 Allequippa St Pittsburgh PA 15213,1.0,4.0,2.5,930.0,2008.0,84.0,69.0,0.0,1.0,1.0,1.0,"3-4 bedroom, 2.5 bathroom townhouse in the heart of Oakland! Ideal rental for students or professionals! Walking distance to University of Pittsburgh, Carlow University, Chatham University, Peterson Sports Complex, hospitals, restaurants, etc. Off street parking for two cars - One car integral garage, and one space driveway! Spacious eat in kitchen that leads to treetop terrace for entertaining!. First floor powder room, with washer & dryer! Sun splashed family room. 3 bedrooms upstairs, master bedroom with en-suite master bathroom. 4th bedroom on lower level. All the amenities you need in the ultimate centralized location! Available August 1st

Renter responsible for ALL utilities. Semi-Annual rent payments (every 6 months). Half due upfront, Half due in February. Available August 1stRead less",2200.0
5914 Walnut St Pittsburgh PA 15232,0.0,2.0,1.0,1025.0,1950.0,90.0,68.0,0.0,1.0,0.0,2.0,"The Belvedere and Walnut Manor apartments are in the heart of Shadyside. All rooms have parquet floors in the living and dining areas and carpet in the bedrooms and hallways. Each room includes a private balcony. Coin operated laundry is available in the basement. Garage parking is subject to availability, the street is permit parking. Close to public transportation, hospitals, shopping, and fitness facilities this is an ideal location. Please contact Kamin Realty to set up a showing.",1499.0
121 Grandview Ave Pittsburgh PA 15211,2.0,2.0,1.0,1150.0,1905.0,82.0,80.0,0.0,0.0,1.0,0.0,"Stunning city view from this 2 BDR/1BTH remodeled apartment on Grandview Avenue in Mt.Washington

The unit is located on 121 Grandview Avenue, with great view of downtown Pittsburgh from living room and bedroom. 

The unit is one block from the Monongahela incline arriving in Station Square and connecting with the ""T"" and buses to downtown. 

If you work in downtown ,you will be at work in minutes, without using the car and worry about parking.

The building has also a roof deck for tenant where to enjoy a 360 degree view of Pittsburgh and firework for July 4th, New Year festivities, regatta etc....

The unit is composed by:

2 bedrooms 
1 full bath completely remodeled
Large living room space 
fireplace
Fully equipped Kitchen 
Central Air Conditioning
Hardwood floor throughout the apartment 
Rent is including water,sewer & garbage

no pets,sorry

Owner pay for trash sewer and water. Tenant for other utilitiesRead less",1575.0
100 Bryn Mawr Ct Pittsburgh PA 15221,0.0,2.0,2.0,1150.0,1970.0,14.0,37.0,0.0,1.0,1.0,2.0,"Nestled among beautiful trees on our own hilltop, just minutes from Downtown, Oakland, Monroeville and the Pennsylvania Turnpike, The Bryn Mawr Apartments offer the excitement of resort-style living. Search no further for all the amenities you require for a luxurious lifestyle in our spacious 1 and 2 bedroom apartment homes! 2019 Apartment Excellence Award Winner, Cats Welcome, Conveniently Located to Monroeville, Downtown & Oakland, Fitness Center with Resident Library, Formal Dining Area, Free Outdoor Parking, Fully Equipped Kitchens, Garage Parking Available, Huge 1 and 2 Bedroom floor plans, Individual Climate Control, Large Pool & Picnic Area, Management that Cares, Minutes from the parkway, downtown & Monroeville, New Cabinets and Countertops Available in Select Units, Personal Storage, Short Term Leases are Available, Social Room for Entertaining, Some Utilities Included in Rent, Spacious 1 & 2 Bedroom Floor Plans, Wall to Wall Carpeting",1334.0
4614 Torley St Pittsburgh PA 15224,0.0,2.0,1.0,1488.0,1900.0,95.0,57.0,0.0,1.0,0.0,1.0,"4614 Elk Way-(AKA 4614 Torley St. Rear) (off corner of Friendship Ave. and Pearl St.) Great location.

Half side by side duplex. Two floors, plus full private basement.

Eat-In-Kitchen, outdoor 2nd. floor porch.

FREE full sized washer/dryer for tenants private use in their own basement. 

Private parking pad-last pic.

Lots of light. Great location. Short walk to business district, West Penn and Children's Hospitals

Tenant pays gas & electric. Landlord pays water, sewer, garbage. 

Preferred no pets, but will discuss/consider. 

If interested, leave desired move date and contact phone number.

Tenant pays gas & electric. Owner pays water, sewage, and trash.Read less",1250.0
2915 Sidney St Pittsburgh PA 15203,0.0,1.0,1.0,674.0,2015.0,77.0,59.0,50.0,2.0,1.0,2.0,"Its cool to live hot!Hot Metal Flats is the most commuter-friendly luxury apartment building in the SouthSide Works neighborhood of Pittsburgh. Designed to LEED (Registered) Silver standards, Hot Metal Flats amenities support sustainable living and encourage your active lifestyle.A professional-grade fitness center, over-sized gathering spaces and exterior lighting displays combine to create a vibrant atmosphere. Residents can enjoy the private lounge and bar area, and the outdoor lounge with grills and a sundeck, heated for year-round use! EV charging stations, car sharing, bicycle storage and a bike repair shop on-site inspire greener living. Restaurants, shops, a movie theater, grocery store and more, as well as two hotels (HYATT House and Springhill Suites) are within walking distance.Hot Metal Flats welcomes pets* and offers a mudroom with pet wash stations and outdoor green space.Integral parking provides convenience, protection from the elements, and enhances building security.Hot Metal Flats features studio, 1-bedroom, and 2-bedroom urban-style apartments ranging from 550 square feet to 1280 square feet. Click on any floor plan below for a more detailed view. 24 Hour Emergency Maintenance, 9-foot ceilings, Advanced Key Card Access, Balconies, Juliette Balconies and Patios, BBQ/Picnic Area, Bike Racks, Cardio and Strength Equipment, City and River Views, Complimentary Coffee, Courtesy Patrol, Dryer, Efficient Appliances, Electronic Thermostat, Energy Efficient Appliances, EV Charging Stations and Car Sharing, Green Building, Grilling Stations, High Ceilings, Individual Climate Control, LEED Certified Building, Media Room, Online Service and Rent Payments, OnSiteManagement, Outdoor Parking Option, Pet Relief Area, Reservable Social Areas, Resident Social Events, Walkable Neighborhood, Walnut Perks Discounts, Wheelchair Access",1622.0
301 Winebiddle St Pittsburgh PA 15224,0.0,1.0,1.0,900.0,1920.0,93.0,56.0,0.0,0.0,0.0,0.0,"2nd flor apartment with balcony facing S.Winebiddle . Steps from the bus stop on Friendship Ave. Short ride to Lawrenceville or walk to the Bloomfield commercial district , Children's , West Penn hospitals , bike lanes and Friendship Park.
No Smoking , No Pets . Credit application required , credit score 720 and above.Read less",875.0
3001 Mcknight East Dr Pittsburgh PA 15237,0.0,2.0,2.0,1060.0,1950.0,57.0,32.0,0.0,0.0,1.0,2.0,"Welcome to the Cosmopolitan Apartments! Our brand new apartment community offers modern living at it's finest in a location that is equally as impressive.Treat yourself to convenient, upscale living in an apartment community like no other at the Cosmopolitan Apartments in Ross Township, just outside Pittsburgh, PA. Large open floor plans with one and two-bedroom options are the perfect complement to your modern lifestyle. Gourmet kitchens complete with quartz countertops, a full range of stainless steel appliances, and a breakfast bar brighten your day, while the private patio or balcony creates a unique outdoor space all your own.Our new community is located in the charming North Hills neighborhood, close to I-279 for a quick commute to downtown Pittsburgh. We are also situated in the highly rated North Hills School District. As a resident, you will enjoy a luxury package of community amenities full of health-boosting and high-tech benefits to enhance your lifestyle. De-stress with a great read on our rooftop terrace and sundeck. The fitness center is stocked with free weights and cardio machines, and is open 24 hours a day so you can always find the right time for a workout.No matter what lifestyle you enjoy, you'll love our beautiful, pet friendly living spaces at Cosmopolitan, an apartment community like no other. Once you've browsed through our photo gallery and seen what we have to offer, give us a call to schedule a tour or go ahead and apply online today. We can't wait to welcome you to your new home!",1790.0
834 Lilac St Pittsburgh PA 15217,1.0,3.0,1.5,1260.0,1920.0,74.0,49.0,0.0,0.0,0.0,1.0,"3 Bedroom, 1+ bathroom house for rent in conveniently located Greenfield. 
Available June 1, 2019 
Property highlights: 
Hardwood floors throughout
Newly renovated kitchen
Abundance of natural light
2 finished rooms in walkout basement that could be additional bedrooms or study/den space
Beautiful outdoor patio for having your morning coffee or hosting guests
Front porch with swing
Kitchen appliances include refrigerator and new dishwasher and stove
Washing machine and new dryer in basement
Level backyard
Abundant free on street parkingRead less",1500.0
719 Negley Ave Pittsburgh PA 15206,0.0,1.0,1.0,900.0,1950.0,71.0,53.0,0.0,1.0,0.0,0.0,"East Liberty - 1BR Apartment With Laundry and Parking - Our apartments for rent in East Liberty have a very unique and traditional feel to them. Recently East Liberty has seen a massive spike in modern upscale restaurants, shops, farmers markets, fitness and shopping centers making it one of the prime areas to live in Pittsburgh. Surrounded by main bus lines, coupled with being close to Bakery Square, Giant Eagle, Target and Whole Foods, residents are minutes of all of their needs. Furthermore, our East Liberty rentals are only a short distance from many hospitals (UPMC, West Penn), colleges and universities (ie; Carnegie Mellon University [CMU], Duquesne University, Pittsburgh University, Carlow University, Chatham University and many others).

(RLNE5853962)Read less",750.0
